organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
190	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:97.70000000000002;genus:Pholis:97.70000000000002;species:Pholis_gunnellus:97.70000000000002	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.461_W-8-multi-tot
188	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.200_W-8-multi-tot
187	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.462_W-8-multi-tot
186	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.35_W-8-singleplex
186	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:98.33333333333331;genus:Pholis:98.33333333333331;species:Pholis_gunnellus:98.33333333333331	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.463_W-8-multi-tot
184	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.222_W-8-singleplex
182	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:98.33333333333331;genus:Pholis:98.33333333333331;species:Pholis_gunnellus:98.33333333333331	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.464_W-8-multi-tot
180	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.36_W-8-singleplex
180	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.37_W-8-multi-tot
177	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.38_W-8-singleplex
176	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.39_W-8-multi-tot
175	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.465_W-8-multi-tot
174	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:99.5;genus:Pholis:99.5;species:Pholis_gunnellus:99.5	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.466_W-8-multi-tot
173	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.40_W-8-multi-tot
170	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:98.83333333333331;genus:Pholis:98.83333333333331;species:Pholis_gunnellus:98.83333333333331	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.467_W-8-multi-tot
169	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.00000000000003;phylum:Chordata:100.00000000000003;class:Actinopteri:100.00000000000003;order:Perciformes:100.00000000000003;family:Anarhichadidae:66.66666666666669;genus:Anarhichas:66.66666666666669;species:Anarhichas_minor:33.33333333333334	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.468_W-8-multi-tot
166	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Salmoniformes:100.0;family:Salmonidae:100.0;genus:Oncorhynchus:100.0;species:Oncorhynchus_mykiss:99.0	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.469_W-8-multi-tot
165	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:98.83333333333331;genus:Pholis:98.83333333333331;species:Pholis_gunnellus:98.83333333333331	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.470_W-8-multi-tot
163	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gadiformes	Moridae		superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Gadiformes:99.99999999999999;family:Moridae:92.49999999999999;genus:Lepidion:61.66666666666666;species:Lepidion_eques:30.83333333333333	Moridae	urn:lsid:marinespecies.org:taxname:125474	family	asv.224_W-8-multi-tot
162	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.42_W-8-singleplex
161	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.471_W-8-multi-tot
158	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.223_W-8-singleplex
158	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.472_W-8-multi-tot
158	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.473_W-8-multi-tot
156	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.43_W-8-singleplex
156	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.474_W-8-multi-tot
154	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.475_W-8-multi-tot
153	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.220_W-8-singleplex
152	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.226_W-8-multi-tot
152	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:100.0;genus:Pholis:100.0;species:Pholis_gunnellus:100.0	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.476_W-8-multi-tot
151	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Laridae		superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Aves:99.99999999999997;order:Charadriiformes:99.99999999999997;family:Laridae:91.32490842490841;genus:Larus:66.50430402930402;species:Larus_marinus:66.50430402930402	Laridae	urn:lsid:marinespecies.org:taxname:136988	family	asv.227_W-8-multi-tot
149	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.477_W-8-multi-tot
147	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.478_W-8-multi-tot
147	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.479_W-8-multi-tot
147	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Perciformes:99.99999999999999;family:Anarhichadidae:62.6;genus:Anarhichas:62.6;species:Anarhichas_minor:31.3	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.480_W-8-multi-tot
146	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.45_W-8-singleplex
145	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.46_W-8-singleplex
145	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.481_W-8-multi-tot
144	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.228_W-8-multi-tot
139	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.47_W-8-singleplex
139	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.48_W-8-multi-tot
139	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.482_W-8-multi-tot
139	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.483_W-8-multi-tot
139	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.484_W-8-multi-tot
138	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Salmoniformes:100.0;family:Salmonidae:100.0;genus:Oncorhynchus:100.0;species:Oncorhynchus_mykiss:99.5	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.485_W-8-multi-tot
137	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.229_W-8-multi-tot
137	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Salmoniformes:100.0;family:Salmonidae:100.0;genus:Oncorhynchus:100.0;species:Oncorhynchus_mykiss:99.5	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.486_W-8-multi-tot
137	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.49_W-8-singleplex
136	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.230_W-8-singleplex
136	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:100.00000000000004;phylum:Chordata:100.00000000000004;class:Actinopteri:100.00000000000004;order:Salmoniformes:100.00000000000004;family:Salmonidae:100.00000000000004;genus:Oncorhynchus:95.6666666666667;species:Oncorhynchus_mykiss:85.83333333333334	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.487_W-8-multi-tot
136	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.488_W-8-multi-tot
135	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Salmoniformes:99.99999999999999;family:Salmonidae:99.99999999999999;genus:Oncorhynchus:99.99999999999999;species:Oncorhynchus_mykiss:99.99999999999999	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.489_W-8-multi-tot
133	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Anarhichadidae:57.83333333333335;genus:Anarhichas:57.83333333333335;species:Pholis_gunnellus:34.83333333333333	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.490_W-8-multi-tot
132	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.491_W-8-multi-tot
131	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Salmoniformes:99.99999999999999;family:Salmonidae:99.99999999999999;genus:Salmo:92.65769946087832;species:Salmo_trutta:76.3979851570047	Salmo	urn:lsid:marinespecies.org:taxname:126141	genus	asv.231_W-8-multi-tot
130	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.225_W-8-singleplex
130	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.50_W-8-singleplex
129	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Salmoniformes:100.0;family:Salmonidae:100.0;genus:Oncorhynchus:100.0;species:Oncorhynchus_mykiss:99.5	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.492_W-8-multi-tot
128	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Actinopteri:99.99999999999997;order:Salmoniformes:99.99999999999997;family:Salmonidae:99.99999999999997;genus:Oncorhynchus:99.99999999999997;species:Oncorhynchus_mykiss:97.99999999999997	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.493_W-8-multi-tot
125	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.494_W-8-multi-tot
125	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Actinopteri:99.99999999999997;order:Salmoniformes:99.99999999999997;family:Salmonidae:99.99999999999997;genus:Oncorhynchus:99.49999999999997;species:Oncorhynchus_mykiss:98.99999999999997	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.495_W-8-multi-tot
124	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.232_W-8-singleplex
124	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Salmoniformes:99.99999999999999;family:Salmonidae:99.99999999999999;genus:Oncorhynchus:99.99999999999999;species:Oncorhynchus_mykiss:87.49999999999997	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.496_W-8-multi-tot
124	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Anarhichadidae:74.5;genus:Anarhichas:74.5;species:Anarhichas_denticulatus:37.25	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.497_W-8-multi-tot
122	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.233_W-8-singleplex
122	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.498_W-8-multi-tot
120	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.51_W-8-singleplex
119	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.499_W-8-multi-tot
118	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.203_W-8-multi-tot
118	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Actinopteri:99.99999999999997;order:Salmoniformes:99.99999999999997;family:Salmonidae:99.99999999999997;genus:Oncorhynchus:99.99999999999997;species:Oncorhynchus_mykiss:97.99999999999997	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.500_W-8-multi-tot
117	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Clupeiformes	Clupeidae	Clupea	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Clupeiformes:100.0;family:Clupeidae:100.0;genus:Clupea:100.0;species:Clupea_pallasii:50.0	Clupea	urn:lsid:marinespecies.org:taxname:125716	genus	asv.234_W-8-multi-tot
116	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.501_W-8-multi-tot
116	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.502_W-8-multi-tot
116	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.503_W-8-multi-tot
115	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves				superkingdom:Eukaryota:99.99999999999996;phylum:Chordata:99.99999999999996;class:Aves:99.99999999999996;order:Psittaciformes:53.266749916749895;family:Psittacidae:53.266749916749895;genus:Pionus:29.422438672438656;species:Forpus_crassirostris:19.093878343878337	Aves	urn:lsid:marinespecies.org:taxname:1836	class	asv.52_W-8-multi-tot
112	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.504_W-8-multi-tot
110	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.53_W-8-multi-tot
108	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Salmoniformes:100.0;family:Salmonidae:100.0;genus:Salmo:97.6;species:Salmo_salar:97.6	Salmo salar	urn:lsid:marinespecies.org:taxname:127186	species	asv.505_W-8-multi-tot
108	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.506_W-8-multi-tot
108	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves				superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Aves:100.0;order:Psittaciformes:49.33009768009768;family:Psittacidae:49.33009768009768;genus:Pionus:26.54365079365079;species:Forpus_crassirostris:17.365811965811965	Aves	urn:lsid:marinespecies.org:taxname:1836	class	asv.54_W-8-multi-tot
107	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.507_W-8-multi-tot
107	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.55_W-8-multi-tot
106	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.508_W-8-multi-tot
104	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.509_W-8-multi-tot
103	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.510_W-8-multi-tot
