organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
8	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:47.0;phylum:NA:39.5;class:Chrysophyceae:39.5;order:Chromulinales:39.5;family:Dinobryaceae:39.5;genus:Dinobryon:39.5;species:Dinobryon_sp.:39.5	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.140_W-8-multi-tot
8	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.141_W-8-multi-tot
8	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	superkingdom:Eukaryota:99.99999999999999;phylum:Bacillariophyta:99.99999999999999;class:Coscinodiscophyceae:99.99999999999999;order:Thalassiosirales:99.99999999999999;family:Skeletonemataceae:98.00000000000003;genus:Skeletonema:98.00000000000003;species:Skeletonema_menzelii:33.11894327894328	Skeletonema	urn:lsid:marinespecies.org:taxname:149073	genus	asv.27_W-8-multi-tot
8	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	superkingdom:Eukaryota:100.0;phylum:Chlorophyta:100.0;class:Mamiellophyceae:100.0;order:Mamiellales:100.0;family:Mamiellaceae:100.0;genus:Micromonas:100.0;species:Micromonas_pusilla:100.0	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	asv.405_W-8-singleplex
8	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Cnidaria	Scyphozoa				superkingdom:Eukaryota:100.00000000000001;phylum:Cnidaria:100.00000000000001;class:Scyphozoa:89.83333333333334;order:Semaeostomeae:61.500000000000014;family:Cyaneidae:61.500000000000014;genus:Cyanea:61.500000000000014;species:Cyanea_nozakii:37.73809523809525	Scyphozoa	urn:lsid:marinespecies.org:taxname:135220	class	asv.406_W-8-singleplex
8	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda					superkingdom:Eukaryota:99.99999999999999;phylum:Arthropoda:99.99999999999999;class:Insecta:51.059523809523796;order:Amphipoda:48.773809523809554;family:Hyalidae:48.773809523809554;genus:Apohyale:48.773809523809554;species:Apohyale_pugettensis:48.773809523809554	Arthropoda	urn:lsid:marinespecies.org:taxname:1065	phylum	asv.407_W-8-singleplex
8	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.00000000000003;phylum:Mollusca:54.16666666666668;class:Gastropoda:54.16666666666668;order:Stylommatophora:54.16666666666668;family:Streptaxidae:54.16666666666668;genus:Gulella:53.66666666666668;species:Stramenopiles_sp.:36.83333333333334	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.408_W-8-singleplex
8	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.409_W-8-singleplex
8	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Amphibia	Anura	Bufonidae		superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Amphibia:100.0;order:Anura:100.0;family:Bufonidae:100.0;genus:Nectophrynoides:100.0;species:Nectophrynoides_minutus:75.0	Bufonidae	urn:lsid:marinespecies.org:taxname:1350160	family	asv.410_W-8-singleplex
8	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.411_W-8-singleplex
8	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta					superkingdom:Eukaryota:100.00000000000003;phylum:Bacillariophyta:89.13809523809526;class:Coscinodiscophyceae:84.95238095238098;order:Thalassiosirales:84.75238095238097;family:Thalassiosiraceae:84.75238095238097;genus:Thalassiosira:84.75238095238097;species:Thalassiosira_nordenskioeldii:84.75238095238097	Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898	phylum	asv.412_W-8-singleplex
8	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Bacteria	Firmicutes	Bacili	Bacillales	Bacillaceae	Bacillus	superkingdom:Bacteria:100.0;phylum:Bacillota:100.0;class:Bacilli:100.0;order:Bacillales:100.0;family:Bacillaceae:100.0;genus:Bacillus:100.0;species:Bacillus_sp._(in:100.0	Bacillus	urn:lsid:marinespecies.org:taxname:415091	genus	asv.413_W-8-multi-tot
7	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.142_W-8-singleplex
7	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae		superkingdom:Eukaryota:100.00000000000006;phylum:Bacillariophyta:100.00000000000006;class:Bacillariophyceae:100.00000000000006;order:Bacillariales:100.00000000000006;family:Bacillariaceae:100.00000000000006;genus:Nitzschia:76.35909090909095;species:Nitzschia_alba:35.69393939393942	Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002	family	asv.143_W-8-singleplex
7	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Ochrophyta	Chrysophyceae	Ochromonadales	Ochromonadaceae	Spumella	superkingdom:Eukaryota:100.0;phylum:NA:100.0;class:Chrysophyceae:100.0;order:Chromulinales:100.0;family:Chromulinaceae:100.0;genus:Spumella:100.0;species:Spumella_sp.:100.0	Spumella	urn:lsid:marinespecies.org:taxname:428524	genus	asv.144_W-8-singleplex
7	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.145_W-8-singleplex
7	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda					superkingdom:Eukaryota:100.00000000000003;phylum:Arthropoda:100.00000000000003;class:Collembola:50.58333333333335;order:Entomobryomorpha:50.58333333333335;family:Paronellidae:50.58333333333335;genus:NA:50.58333333333335;species:Paronellidae_sp._SAEVG_Morph0014:50.58333333333335	Arthropoda	urn:lsid:marinespecies.org:taxname:1065	phylum	asv.146_W-8-singleplex
7	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Crassiphycus	superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Florideophyceae:100.0;order:Gracilariales:100.0;family:Gracilariaceae:100.0;genus:Crassiphycus:100.0;species:Crassiphycus_punctatus:100.0	Crassiphycus punctatus	urn:lsid:marinespecies.org:taxname:1380451	species	asv.147_W-8-singleplex
7	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.148_W-8-singleplex
7	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:71.32380952380953;phylum:Porifera:48.22857142857143;class:Demospongiae:48.22857142857143;order:Clionaida:48.22857142857143;family:Spirastrellidae:48.22857142857143;genus:Spirastrella:48.22857142857143;species:Spirastrella_hartmani:48.22857142857143	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.149_W-8-singleplex
7	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Bangiophyceae				superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Bangiophyceae:100.0;order:NA:100.0;family:NA:100.0;genus:NA:100.0;species:uncultured_Bangiophyceae:100.0	Bangiophyceae	urn:lsid:marinespecies.org:taxname:368668	class	asv.31_W-8-multi-tot
7	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Malacostraca	Decapoda	Sesarmidae	Parasesarma	superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Malacostraca:100.0;order:Decapoda:100.0;family:Sesarmidae:100.0;genus:Parasesarma:100.0;species:Parasesarma_charis:100.0	Parasesarma charis	urn:lsid:marinespecies.org:taxname:389336	species	asv.414_W-8-singleplex
7	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Arthropoda:71.5;class:Malacostraca:71.5;order:Decapoda:69.5;family:Penaeidae:69.5;genus:Penaeus:69.5;species:Penaeus_latisulcatus:69.5	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.415_W-8-singleplex
7	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:NA:61.16666666666667;class:NA:61.16666666666667;order:NA:61.16666666666667;family:NA:61.16666666666667;genus:NA:61.16666666666667;species:zooplankton_environmental_sample:61.16666666666667	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.57_W-8-multi-tot
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	superkingdom:Eukaryota:100.0;phylum:Bacillariophyta:98.0;class:Bacillariophyceae:98.0;order:Bacillariales:98.0;family:Bacillariaceae:98.0;genus:Cylindrotheca:98.0;species:Cylindrotheca_closterium:98.0	Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004	species	asv.128_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.150_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.151_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.152_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.153_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Neopyropia	superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Bangiophyceae:100.0;order:Bangiales:100.0;family:Bangiaceae:100.0;genus:Neopyropia:100.0;species:Neopyropia_fucicola:50.7	Neopyropia	urn:lsid:marinespecies.org:taxname:1537152	genus	asv.154_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.155_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.156_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Hydropuntia	superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Florideophyceae:100.0;order:Gracilariales:100.0;family:Gracilariaceae:100.0;genus:Hydropuntia:100.0;species:Hydropuntia_rangiferina:100.0	Hydropuntia rangiferina	urn:lsid:marinespecies.org:taxname:376387	species	asv.157_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta		Dinophilidae	Trilobodrilus	superkingdom:Eukaryota:100.0;phylum:Annelida:100.0;class:Polychaeta:100.0;order:NA:100.0;family:Dinophilidae:100.0;genus:Trilobodrilus:100.0;species:Trilobodrilus_axi:100.0	Trilobodrilus axi	urn:lsid:marinespecies.org:taxname:130047	species	asv.158_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.159_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:56.81666666666666;phylum:Oomycota:56.81666666666666;class:NA:20.899999999999995;order:Peronosporales:56.81666666666666;family:Peronosporaceae:56.81666666666666;genus:Phytophthora:24.883333333333326;species:Peronospora_stachydis:20.899999999999995	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.160_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.161_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Porifera	Demospongiae	Polymastiida	Polymastiidae	Tentorium	superkingdom:Eukaryota:100.00000000000001;phylum:Porifera:100.00000000000001;class:Demospongiae:100.00000000000001;order:Polymastiida:100.00000000000001;family:Polymastiidae:100.00000000000001;genus:Tentorium:100.00000000000001;species:Tentorium_papillatum:100.00000000000001	Tentorium papillatum	urn:lsid:marinespecies.org:taxname:170689	species	asv.162_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.163_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Hexanauplia				superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Hexanauplia:100.0;order:NA:100.0;family:NA:100.0;genus:NA:100.0;species:Hexanauplia_sp.:100.0	Hexanauplia	urn:lsid:marinespecies.org:taxname:889925	class	asv.164_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.165_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Oomycota					superkingdom:Eukaryota:100.00000000000004;phylum:Oomycota:100.00000000000004;class:NA:44.88333333333335;order:Peronosporales:63.93333333333335;family:Peronosporaceae:63.93333333333335;genus:Peronospora:47.38333333333335;species:Peronospora_verbasci:44.88333333333335	Oomycota	urn:lsid:marinespecies.org:taxname:22154	phylum	asv.166_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Bangia	superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Bangiophyceae:100.0;order:Bangiales:100.0;family:Bangiaceae:100.0;genus:Bangia:100.0;species:Bangia_atropurpurea:100.0	Bangia atropurpurea	urn:lsid:marinespecies.org:taxname:144423	species	asv.167_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Discosea:76.5;class:NA:64.41666666666667;order:Longamoebia:76.5;family:Acanthamoebidae:76.5;genus:Acanthamoeba:76.5;species:Acanthamoeba_sp.:64.41666666666667	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.168_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.169_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Arachnida	Scorpiones			superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Arachnida:100.0;order:Scorpiones:100.0;family:Vaejovidae:100.0;genus:Wernerius:100.0;species:Wernerius_inyoensis:100.0	Scorpiones	urn:lsid:marinespecies.org:taxname:509933	order	asv.170_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae		superkingdom:Eukaryota:100.0;phylum:Basidiomycota:100.0;class:Agaricomycetes:100.0;order:Polyporales:93.0;family:Polyporaceae:93.0;genus:Picipes:93.0;species:Picipes_badius:93.0	Polyporaceae	urn:lsid:marinespecies.org:taxname:437280	family	asv.171_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Harpacticoida	Tachidiidae	Tachidius	superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Hexanauplia:100.0;order:Harpacticoida:100.0;family:Tachidiidae:100.0;genus:Tachidius:100.0;species:Tachidius_discipes:100.0	Tachidius discipes	urn:lsid:marinespecies.org:taxname:157725	species	asv.172_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.173_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.174_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	superkingdom:Eukaryota:100.0;phylum:Bacillariophyta:100.0;class:Coscinodiscophyceae:100.0;order:Thalassiosirales:100.0;family:Thalassiosiraceae:100.0;genus:Thalassiosira:100.0;species:Thalassiosira_nordenskioeldii:100.0	Thalassiosira nordenskioeldii	urn:lsid:marinespecies.org:taxname:148931	species	asv.175_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	superkingdom:Eukaryota:99.99999999999997;phylum:Bacillariophyta:99.99999999999997;class:Bacillariophyceae:99.99999999999997;order:Bacillariales:99.99999999999997;family:Bacillariaceae:99.99999999999997;genus:Cylindrotheca:99.99999999999997;species:Cylindrotheca_closterium:99.99999999999997	Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004	species	asv.176_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.00000000000001;phylum:Cnidaria:74.58511904761907;class:Hydrozoa:74.58511904761907;order:Leptothecata:74.58511904761907;family:Sertulariidae:74.58511904761907;genus:Fraseroscyphus:74.58511904761907;species:Fraseroscyphus_hozawai:74.58511904761907	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.177_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.416_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Hexapoda				superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Insecta:97.41666666666667;order:Diptera:52.81256449948401;family:Cecidomyiidae:37.793968008255945;genus:Bothrometopus:32.94478844169247;species:Bothrometopus_gracilipes:32.94478844169247	Insecta	urn:lsid:marinespecies.org:taxname:1307	subclass	asv.417_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Arthropoda:71.33333333333334;class:Arachnida:71.33333333333334;order:Araneae:59.16666666666667;family:Cochlostomatidae:28.666666666666664;genus:Cochlostoma:28.666666666666664;species:Cochlostoma_tropojanum:28.666666666666664	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.418_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:100.00000000000004;phylum:Chordata:100.00000000000004;class:Actinopteri:100.00000000000004;order:Anabantiformes:44.666918049271004;family:Helostomatidae:44.666918049271004;genus:Helostoma:44.666918049271004;species:Helostoma_temminkii:44.666918049271004	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.419_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Rhodophyta:78.01785714285714;class:Florideophyceae:78.01785714285714;order:Acrochaetiales:46.125;family:Acrochaetiaceae:46.125;genus:Rhodochorton:46.125;species:Rhodochorton_sp._1Cal_ABMMC11443-10:43.625	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.420_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Thecostraca				superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Thecostraca:100.0;order:NA:100.0;family:NA:100.0;genus:NA:100.0;species:Sessilia_sp._144770A:100.0	Thecostraca	urn:lsid:marinespecies.org:taxname:22388	class	asv.421_W-8-singleplex
6	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:68.90909090909096;phylum:Mollusca:67.41818181818188;class:Gastropoda:45.48246753246757;order:Stylommatophora:29.899891774891792;family:Sepiolidae:21.93571428571429;genus:Euprymna:21.93571428571429;species:Euprymna_tasmanica:21.93571428571429	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.422_W-8-singleplex
6	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.423_W-8-multi-tot
6	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.43_W-8-multi-tot
6	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Stylonematophyceae	Stylonematales	Stylonemataceae	Stylonema	superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Stylonematophyceae:100.0;order:Stylonematales:100.0;family:Stylonemataceae:100.0;genus:Stylonema:100.0;species:Stylonema_alsidii:100.0	Stylonema alsidii	urn:lsid:marinespecies.org:taxname:145688	species	asv.45_W-8-multi-tot
6	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Chromista	Oomycota					superkingdom:Eukaryota:100.0;phylum:Oomycota:100.0;class:NA:43.75000000000001;order:Pythiales:73.51666666666668;family:Pythiaceae:73.51666666666668;genus:Pythium:43.75000000000001;species:Pythium_sp.:43.75000000000001	Oomycota	urn:lsid:marinespecies.org:taxname:22154	phylum	asv.80_W-8-multi-tot
5	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.00000000000003;phylum:Rhodophyta:51.000000000000014;class:Florideophyceae:51.000000000000014;order:Gigartinales:51.000000000000014;family:Mychodeaceae:51.000000000000014;genus:Mychodea:51.000000000000014;species:Mychodea_pusilla:51.000000000000014	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.178_W-8-singleplex
5	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.179_W-8-singleplex
5	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.180_W-8-singleplex
5	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.181_W-8-singleplex
5	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.182_W-8-singleplex
